id,title,date,assignee,word_count,date_parsed,year,type_document,text_for_rag
US-12076097-B2,Robotic navigational system for interbody implants,2024-09-03,"Globus Medical, Inc.",6,2024-09-03,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Robotic navigational system for interbody implants
CN-113613566-B,Systems and methods for medical suturing,2024-10-11,奥瑞斯健康公司,6,2024-10-11,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Systems and methods for medical suturing
US-11727581-B2,Augmented reality guidance for dental procedures,2023-08-15,Philipp K. Lang,6,2023-08-15,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Augmented reality guidance for dental procedures
US-10226397-B2,System and method for treating soft tissue with force impulse and electrical stimulation,2019-03-12,"Sigma Instruments Holdings, Llc",13,2019-03-12,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: System and method for treating soft tissue with force impulse and electrical stimulation
US-11877721-B2,Device and methods of improving laparoscopic surgery,2024-01-23,AAsensus Surgical Europe S.à.R.L.,7,2024-01-23,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Device and methods of improving laparoscopic surgery
US-11992415-B2,Methods and devices for less invasive glenoid replacement,2024-05-28,"Shoulder Innovations, Inc.",8,2024-05-28,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Methods and devices for less invasive glenoid replacement
KR-102650600-B1,Penile and other implants that facilitate tissue expansion,2024-03-22,"오그멘타, 엘엘씨",8,2024-03-22,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Penile and other implants that facilitate tissue expansion
US-11850093-B2,Surgical system with combined laser ablation/ imaging tool,2023-12-26,"Intuitive Surgical Operations, Inc.",8,2023-12-26,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Surgical system with combined laser ablation/ imaging tool
US-9730706-B2,Method of using a femoral surgical instrument,2017-08-15,Depuy Ireland Unlimited Company,7,2017-08-15,2017,Certificat d'utilité,[Certificat d'utilité] TITLE: Method of using a femoral surgical instrument
US-11285014-B1,"Expandable inter-body device, system, and method",2022-03-29,"Warsaw Orthopedic, Inc.",6,2022-03-29,2022,Certificat d'utilité,"[Certificat d'utilité] TITLE: Expandable inter-body device, system, and method"
JP-7106319-B2,Multi-lumen Catheter Retractor System for Minimally Invasive Gastrointestinal Surgical Procedures,2022-07-26,ボストン サイエンティフィック サイムド，インコーポレイテッド,10,2022-07-26,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Multi-lumen Catheter Retractor System for Minimally Invasive Gastrointestinal Surgical Procedures
US-11464697-B2,"Patient positioning support apparatus with virtual pivot-shift pelvic pads, upper body stabilization and fail-safe table attachment mechanism",2022-10-11,"Warsaw Orthopedic, Inc.",17,2022-10-11,2022,Certificat d'utilité,"[Certificat d'utilité] TITLE: Patient positioning support apparatus with virtual pivot-shift pelvic pads, upper body stabilization and fail-safe table attachment mechanism"
EP-2085045-B1,Polyp encapsulation system,2017-03-22,Covidien LP,3,2017-03-22,2017,Certificat d'utilité,[Certificat d'utilité] TITLE: Polyp encapsulation system
US-12004773-B2,Sensorizing robotic surgical system access ports,2024-06-11,Covidien Lp,6,2024-06-11,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Sensorizing robotic surgical system access ports
JP-6321768-B2,"Methods, surgical kits and instruments for treating glaucoma",2018-05-09,インフォーカス，インコーポレイテッド,8,2018-05-09,2018,Certificat d'utilité,"[Certificat d'utilité] TITLE: Methods, surgical kits and instruments for treating glaucoma"
US-11191647-B2,Adjustable distraction cage with linked locking mechanisms,2021-12-07,Howmedica Osteonics Corp.,7,2021-12-07,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Adjustable distraction cage with linked locking mechanisms
US-11707272-B2,Packaged antimicrobial medical device having improved shelf life and method of preparing same,2023-07-25,Cilag Gmbh International,13,2023-07-25,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Packaged antimicrobial medical device having improved shelf life and method of preparing same
CN-109803600-B,Robot-assisted laser surgery system,2022-08-23,澳大利亚机器人骨科学院有限公司,4,2022-08-23,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Robot-assisted laser surgery system
US-8936596-B2,Method and apparatus for generating a tool path for a robotic orthopedic surgical procedure,2015-01-20,"Brent Mittelstadt, Youngbae Park",14,2015-01-20,2015,Certificat d'utilité,[Certificat d'utilité] TITLE: Method and apparatus for generating a tool path for a robotic orthopedic surgical procedure
AU-2016200054-B2,Modular reverse shoulder orthopaedic implant and method of implanting the same,2020-04-30,"Depuy Synthes Producdts, Inc.",11,2020-04-30,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Modular reverse shoulder orthopaedic implant and method of implanting the same
US-6857778-B2,Surgical scanning system and process for use thereof,2005-02-22,"Inki Mun, Allen B. Kantrowitz",8,2005-02-22,2005,Certificat d'utilité,[Certificat d'utilité] TITLE: Surgical scanning system and process for use thereof
US-8046052-B2,Navigation system for cardiac therapies,2011-10-25,"Medtronic Navigation, Inc.",5,2011-10-25,2011,Certificat d'utilité,[Certificat d'utilité] TITLE: Navigation system for cardiac therapies
US-11944344-B2,"Guidance system, method and devices thereof",2024-04-02,Karl Storz Se & Co. Kg,6,2024-04-02,2024,Certificat d'utilité,"[Certificat d'utilité] TITLE: Guidance system, method and devices thereof"
CN-110200702-B,"Medical device, system and method for a stereoscopic viewer with integrated eye gaze tracking",2022-05-03,直观外科手术操作公司,14,2022-05-03,2022,Certificat d'utilité,"[Certificat d'utilité] TITLE: Medical device, system and method for a stereoscopic viewer with integrated eye gaze tracking"
US-6129685-A,Stereotactic hypothalamic obesity probe,2000-10-10,The University Of Iowa Research Foundation,4,2000-10-10,2000,Certificat d'utilité,[Certificat d'utilité] TITLE: Stereotactic hypothalamic obesity probe
US-10660649-B2,System for occlusion of left atrial appendage,2020-05-26,Niv Ad,7,2020-05-26,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: System for occlusion of left atrial appendage
US-10548660-B2,Ablation apparatus and system to limit nerve conduction,2020-02-04,"Serene Medical, Inc.",8,2020-02-04,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Ablation apparatus and system to limit nerve conduction
EP-3359012-B1,A laparoscopic tool system for minimally invasive surgery,2022-08-24,3DIntegrated ApS,8,2022-08-24,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: A laparoscopic tool system for minimally invasive surgery
JP-7269974-B2,Artificial insemination device and artificial insemination method,2023-05-09,イノメッド・ワン・リミテッド・ライアビリティ・カンパニー,7,2023-05-09,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Artificial insemination device and artificial insemination method
EP-3137009-B1,Surgical assemblies for housing force transmitting members,2022-01-12,Covidien LP,7,2022-01-12,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Surgical assemblies for housing force transmitting members
US-10828036-B2,Endoscopic surgical clip applier and handle assemblies for use therewith,2020-11-10,Covidien Lp,10,2020-11-10,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Endoscopic surgical clip applier and handle assemblies for use therewith
US-11806045-B2,Methods and apparatus for controlling surgical instruments using a surgical port assembly,2023-11-07,Covidien Lp,12,2023-11-07,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Methods and apparatus for controlling surgical instruments using a surgical port assembly
US-10596003-B2,Sacroiliac joint implant system,2020-03-24,"Jcbd, Llc",4,2020-03-24,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Sacroiliac joint implant system
US-11986395-B2,Posterior prosthetic intervertebral disc,2024-05-21,Simplify Medical Pty Ltd,4,2024-05-21,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Posterior prosthetic intervertebral disc
US-11786261-B2,Soft tissue measurement and balancing systems and methods,2023-10-17,"OrthAlign, Inc.",8,2023-10-17,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Soft tissue measurement and balancing systems and methods
EP-3017772-B1,Staple cartridge comprising a releasable adjunct material,2018-02-28,"Ethicon Endo-Surgery, Inc.",7,2018-02-28,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Staple cartridge comprising a releasable adjunct material
US-11850170-B2,Surgical instrumentation assembly for positioning an ankle prosthesis,2023-12-26,"Smith & Nephew, Inc., Smith & Nephew Orthopaedics Ag, Smith & Nephew Asia Pacific Pte. Limited",8,2023-12-26,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Surgical instrumentation assembly for positioning an ankle prosthesis
US-10357292-B2,Composite internal fixators,2019-07-23,"Smith & Nephew, Inc.",3,2019-07-23,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Composite internal fixators
US-11607216-B2,Adaptive responses from smart packaging of drug delivery absorbable adjuncts,2023-03-21,"Janssen Pharmaceuticals, Inc.",10,2023-03-21,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Adaptive responses from smart packaging of drug delivery absorbable adjuncts
US-12102487-B2,Instrument for optical tissue interrogation,2024-10-01,"Asensus Surgical Us, Inc.",5,2024-10-01,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Instrument for optical tissue interrogation
US-10028837-B2,Delivery system attachment,2018-07-24,"Warsaw Orthopedic, Inc.",3,2018-07-24,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Delivery system attachment
JP-6053083-B2,Sustained release drug carrier composition,2016-12-27,"ポリーペイド リミテッドＰｏｌｙｐｉｄ Ｌｔｄ．, ポリーペイド  リミテッド",5,2016-12-27,2016,Certificat d'utilité,[Certificat d'utilité] TITLE: Sustained release drug carrier composition
US-10130408-B2,Distraction screw,2018-11-20,"Globus Medical, Inc.",2,2018-11-20,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Distraction screw
US-11986257-B2,Medical instrument with articulable segment,2024-05-21,"Auris Health, Inc.",5,2024-05-21,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Medical instrument with articulable segment
US-11273290-B2,Flexible instrument with nested conduits,2022-03-15,"Intuitive Surgical Operations, Inc.",5,2022-03-15,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Flexible instrument with nested conduits
US-10849668-B2,Composite material bone implant,2020-12-01,Carbofix Orthopedics Ltd.,4,2020-12-01,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Composite material bone implant
AU-2015210377-B2,Sterile surgical tray,2017-06-01,Doheny Eye Institute,3,2017-06-01,2017,Certificat d'utilité,[Certificat d'utilité] TITLE: Sterile surgical tray
US-9980854-B2,Shunt placement through the sclera,2018-05-29,"Aquesys, Inc.",5,2018-05-29,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Shunt placement through the sclera
US-10376414-B2,Uni-port hybrid gauge surgical apparatuses and methods,2019-08-13,Novartis Ag,7,2019-08-13,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Uni-port hybrid gauge surgical apparatuses and methods
US-10524842-B2,"Methods, systems and apparatuses for torsional stabilization",2020-01-07,Aro Medical Aps U/Stiftelse,7,2020-01-07,2020,Certificat d'utilité,"[Certificat d'utilité] TITLE: Methods, systems and apparatuses for torsional stabilization"
US-11883068-B2,Surgical robotic access system,2024-01-30,Applied Medical Resources Corporation,4,2024-01-30,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Surgical robotic access system
US-10426489-B2,Endoscopic reposable surgical clip applier,2019-10-01,Covidien Lp,5,2019-10-01,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Endoscopic reposable surgical clip applier
US-12082798-B2,Closure apparatus with flexible sealable member and flexible support member,2024-09-10,Vivasure Medical Limited,10,2024-09-10,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Closure apparatus with flexible sealable member and flexible support member
US-11607314-B2,Method and apparatus for bone fixation,2023-03-21,Biomet C.V.,6,2023-03-21,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Method and apparatus for bone fixation
US-10905406-B2,"Medical implantable occlusion device, and method for implantation thereof",2021-02-02,Occlutech Holding Ag,9,2021-02-02,2021,Certificat d'utilité,"[Certificat d'utilité] TITLE: Medical implantable occlusion device, and method for implantation thereof"
US-8029492-B2,Method for treating chronic obstructive pulmonary disease,2011-10-04,"Portaero, Inc.",7,2011-10-04,2011,Certificat d'utilité,[Certificat d'utilité] TITLE: Method for treating chronic obstructive pulmonary disease
US-11602434-B2,Systems and methods for tissue adjustment,2023-03-14,Edwards Lifesciences Innovation (Israel) Ltd.,6,2023-03-14,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Systems and methods for tissue adjustment
US-11002872-B2,Surgical adapter assemblies and wireless detection of surgical loading units,2021-05-11,Covidien Lp,10,2021-05-11,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Surgical adapter assemblies and wireless detection of surgical loading units
JP-7083163-B2,Medical devices for treating sinuses and / or ears and how to use them,2022-06-10,サイナセーフ メディカル リミテッド,14,2022-06-10,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Medical devices for treating sinuses and / or ears and how to use them
US-12004905-B2,Medical imaging systems using robotic actuators and related methods,2024-06-11,"Globus Medical, Inc.",9,2024-06-11,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Medical imaging systems using robotic actuators and related methods
JP-7121203-B2,Robotic catheter system adapter,2022-08-17,コリンダス、インコーポレイテッド,4,2022-08-17,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Robotic catheter system adapter
KR-102687459-B1,Device for implantation into the normal aqueous humor outflow path of the mammalian eye,2024-07-23,아이플로우 인코포레이티드,14,2024-07-23,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Device for implantation into the normal aqueous humor outflow path of the mammalian eye
ES-2935796-T3,System and method for determining the position and orientation of a tool tip in relation to the ocular tissue of interest,2023-03-10,Elbit Systems Ltd,21,2023-03-10,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: System and method for determining the position and orientation of a tool tip in relation to the ocular tissue of interest
JP-7074787-B2,Push-pull medical device delivery system,2022-05-24,ダブリュ．エル．ゴア アンド アソシエイツ，インコーポレイティド,5,2022-05-24,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Push-pull medical device delivery system
US-10195312-B2,Modified starch material of biocompatible hemostasis,2019-02-05,Xin Ji,6,2019-02-05,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Modified starch material of biocompatible hemostasis
JP-7352599-B2,Devices and systems including mechanical arms,2023-09-28,モメンティス サージカル リミテッド,6,2023-09-28,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Devices and systems including mechanical arms
JP-7586995-B2,SYSTEM AND METHOD FOR GENERATING CUSTOMIZED HAPTIC BOUNDARIES - Patent application,2024-11-19,マコ サージカル コーポレーション,11,2024-11-19,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: SYSTEM AND METHOD FOR GENERATING CUSTOMIZED HAPTIC BOUNDARIES - Patent application
US-11510806-B2,"Devices, systems and methods for the treatment of sleep apnea",2022-11-29,"Lumen Devices, Llc.",10,2022-11-29,2022,Certificat d'utilité,"[Certificat d'utilité] TITLE: Devices, systems and methods for the treatment of sleep apnea"
AU-2016253575-B2,Intervertebral implants and graft delivery systems and methods,2018-08-09,"Pinnacle Spine Group, Llc",8,2018-08-09,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Intervertebral implants and graft delivery systems and methods
US-11612445-B2,Cooperative operation of robotic arms,2023-03-28,Cilag Gmbh International,5,2023-03-28,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Cooperative operation of robotic arms
CN-111031934-B,"Magnetic devices, systems and methods",2024-02-20,加利福尼亚大学董事会,5,2024-02-20,2024,Certificat d'utilité,"[Certificat d'utilité] TITLE: Magnetic devices, systems and methods"
US-11399953-B2,Device to be implanted in human or animal tissue and method for implanting and assembling the device,2022-08-02,Woodwelding Ag,17,2022-08-02,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Device to be implanted in human or animal tissue and method for implanting and assembling the device
US-10307293-B2,Methods for intraocular shunt placement,2019-06-04,"Aquesys, Inc.",5,2019-06-04,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Methods for intraocular shunt placement
KR-101972570-B1,Medical head gear and Transcranial ultrasound delivery device comprising the same,2019-08-26,주식회사 뉴로소나,11,2019-08-26,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Medical head gear and Transcranial ultrasound delivery device comprising the same
KR-102726086-B1,Ophthalmic surgical devices,2024-11-06,칼 짜이스 메디텍 캐터랙트 테크놀로지 인크.,3,2024-11-06,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Ophthalmic surgical devices
EP-3403595-B1,Surgical stapler buttress applicator with end effector actuated release mechanism,2023-11-29,Ethicon LLC,10,2023-11-29,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Surgical stapler buttress applicator with end effector actuated release mechanism
US-9925057-B2,Spine stabilization device and methods,2018-03-27,"Globus Medical, Inc.",5,2018-03-27,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Spine stabilization device and methods
US-10646326-B2,Porous metal device for regenerating soft tissue-to-bone interface,2020-05-12,"Zimmer, Inc.",8,2020-05-12,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Porous metal device for regenerating soft tissue-to-bone interface
KR-102448412-B1,Systems and Methods for Demonstrating Planned Automated Manipulation of Anatomy,2022-09-28,마코 서지컬 코포레이션,10,2022-09-28,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Systems and Methods for Demonstrating Planned Automated Manipulation of Anatomy
US-10285890-B1,Method of securing a patient onto an operating table when the patient is in a position such as the Trendelenburg position and apparatus therefor including a kit,2019-05-14,"Alessio Pigazzi, Glenn Keilar",27,2019-05-14,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Method of securing a patient onto an operating table when the patient is in a position such as the Trendelenburg position and apparatus therefor including a kit
AU-2018204254-B2,"Percutaneous, ultrasound-guided introduction of medical devices",2020-05-21,Muffin Incorporated,6,2020-05-21,2020,Certificat d'utilité,"[Certificat d'utilité] TITLE: Percutaneous, ultrasound-guided introduction of medical devices"
US-11446179-B2,Ocular device and method for glaucoma treatment,2022-09-20,Jack Chu,7,2022-09-20,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Ocular device and method for glaucoma treatment
US-8262712-B2,"Phalangeal arthrodesis implant, surgical kit and method for manufacturing same",2012-09-11,New Deal,10,2012-09-11,2012,Certificat d'utilité,"[Certificat d'utilité] TITLE: Phalangeal arthrodesis implant, surgical kit and method for manufacturing same"
US-10918365-B2,Medical retrieval systems and related methods,2021-02-16,"Boston Scientific Scimed, Inc.",6,2021-02-16,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Medical retrieval systems and related methods
US-11717147-B2,Medical device having multiple bending sections,2023-08-08,"Auris Health, Inc.",6,2023-08-08,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Medical device having multiple bending sections
US-11123091-B2,Device and methods for treating paranasal sinus conditions,2021-09-21,"Intersect Ent, Inc.",8,2021-09-21,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Device and methods for treating paranasal sinus conditions
US-11253153-B2,Insert imaging device for surgical procedures,2022-02-22,Synaptive Medical Inc.,6,2022-02-22,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Insert imaging device for surgical procedures
JP-7016984-B2,Multi-chamber tissue sample cup for biopsy equipment,2022-02-07,デビコー・メディカル・プロダクツ・インコーポレイテッド,7,2022-02-07,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Multi-chamber tissue sample cup for biopsy equipment
US-12083025-B2,Intervertebral cages with integrated expansion and angular adjustment mechanism,2024-09-10,Eit Emerging Implant Technologies Gmbh,9,2024-09-10,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Intervertebral cages with integrated expansion and angular adjustment mechanism
US-11833026-B2,Fixation member with separate eyelet and methods of use thereof,2023-12-05,Stryker Corporation,10,2023-12-05,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Fixation member with separate eyelet and methods of use thereof
US-8828046-B2,Laparoscopic device with distal handle,2014-09-09,"Ethicon Endo-Surgery, Inc.",5,2014-09-09,2014,Certificat d'utilité,[Certificat d'utilité] TITLE: Laparoscopic device with distal handle
US-11058479-B2,Robotic electrosurgical device with disposable shaft,2021-07-13,Cilag Gmbh International,6,2021-07-13,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Robotic electrosurgical device with disposable shaft
US-7832401-B2,Hip distraction,2010-11-16,"Smith & Nephew, Inc.",2,2010-11-16,2010,Certificat d'utilité,[Certificat d'utilité] TITLE: Hip distraction
US-12023262-B2,Orthopedic leg alignment system and method,2024-07-02,Howmedica Osteonics Corp.,6,2024-07-02,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Orthopedic leg alignment system and method
US-10531929-B2,Control of robotic arm motion based on sensed load on cutting tool,2020-01-14,Ethicon Llc,12,2020-01-14,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Control of robotic arm motion based on sensed load on cutting tool
US-10524636-B2,Handheld surgical endoscope,2020-01-07,Uroviu Corp.,3,2020-01-07,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Handheld surgical endoscope
US-10888636-B2,Curable calcium phosphate compositions for use with porous structures and methods of using the same,2021-01-12,"Zimmer Knee Creations, Inc.",15,2021-01-12,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Curable calcium phosphate compositions for use with porous structures and methods of using the same
EP-3457964-B1,Spinal curvature modulation systems,2023-12-13,"Auctus Surgical, Inc.",4,2023-12-13,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Spinal curvature modulation systems
US-10022228-B2,Expandable implant,2018-07-17,"DePuy Synthes Products, Inc.",2,2018-07-17,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Expandable implant
CN-114041880-B,End puncture execution device of medical surgical robot,2023-06-16,电子科技大学,8,2023-06-16,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: End puncture execution device of medical surgical robot
US-9549811-B2,Double bundle ACL repair,2017-01-24,Imds Llc,4,2017-01-24,2017,Certificat d'utilité,[Certificat d'utilité] TITLE: Double bundle ACL repair
US-11172986-B2,Ablation with energy carried in fluid stream,2021-11-16,Aquabeam Llc,7,2021-11-16,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Ablation with energy carried in fluid stream
JP-7350748-B2,連結された外科用デバイスのクラウドインターフェース,2023-09-26,エシコン エルエルシー,1,2023-09-26,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: 連結された外科用デバイスのクラウドインターフェース
CN-111278372-B,Cannula attachment apparatus and methods for surgical robotic systems,2023-08-08,威博外科公司,9,2023-08-08,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Cannula attachment apparatus and methods for surgical robotic systems
US-RE39321-E,"Supplemented and unsupplemented tissue sealants, methods of their production and use",2006-10-03,The American National Red Cross,11,2006-10-03,2006,Certificat d'utilité,"[Certificat d'utilité] TITLE: Supplemented and unsupplemented tissue sealants, methods of their production and use"
JP-7536981-B2,Patent application title: POWERED SURGICAL TOOL HAVING PRE-DEFINED AND ADJUSTABLE CONTROL ALGORITHMS FOR CONTROLLING END EFFECTOR PARAMETERS,2024-08-20,エシコン エルエルシー,17,2024-08-20,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Patent application title: POWERED SURGICAL TOOL HAVING PRE-DEFINED AND ADJUSTABLE CONTROL ALGORITHMS FOR CONTROLLING END EFFECTOR PARAMETERS
CN-113842211-B,Three-dimensional preoperative planning system for knee joint replacement and prosthesis model matching method,2022-10-21,"北京长木谷医疗科技有限公司, 张逸凌",13,2022-10-21,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Three-dimensional preoperative planning system for knee joint replacement and prosthesis model matching method
US-10251760-B1,Acetabular template component and method of using same during hip arthrosplasty,2019-04-09,Stephen B. Murphy,11,2019-04-09,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Acetabular template component and method of using same during hip arthrosplasty
US-10849698-B2,Robotics tool bailouts,2020-12-01,Ethicon Llc,3,2020-12-01,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Robotics tool bailouts
AU-2022268383-B2,A system and method for interaction and definition of tool pathways for a robotic cutting tool,2024-07-18,"Icahn School Of Medicine At Mount Sinai, Monogram Orthopaedics Inc.",16,2024-07-18,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: A system and method for interaction and definition of tool pathways for a robotic cutting tool
US-10595868-B2,Graft apparatus,2020-03-24,Vascular Graft Colutions Ltd.,2,2020-03-24,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Graft apparatus
US-10595978-B2,System and method of laparoscopic use of hemostatic patch,2020-03-24,Covidien Lp,9,2020-03-24,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: System and method of laparoscopic use of hemostatic patch
US-11771502-B2,Computer-assisted surgery system and method,2023-10-03,Orthosoft Ulc,5,2023-10-03,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Computer-assisted surgery system and method
US-10667926-B2,Femoral implant revision tool,2020-06-02,Orthofix S.R.L.,4,2020-06-02,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Femoral implant revision tool
US-12178463-B2,Endoluminal treatment method and associated surgical assembly including tissue occlusion device,2024-12-31,"Boston Scientific Scimed, Inc.",11,2024-12-31,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Endoluminal treatment method and associated surgical assembly including tissue occlusion device
JP-6400753-B2,Coating and coating method,2018-10-03,"スミス アンド ネフュー インコーポレイテッド, スミス  アンド  ネフュー  インコーポレイテッド",4,2018-10-03,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Coating and coating method
US-10881771-B2,Device and a method for augmenting heart function,2021-01-05,Syntach Ag,8,2021-01-05,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Device and a method for augmenting heart function
RU-2573804-C2,Tissue lifting implant,2016-01-27,Чен Ву КИМ,3,2016-01-27,2016,Certificat d'utilité,[Certificat d'utilité] TITLE: Tissue lifting implant
US-9700428-B2,Articulating spacer,2017-07-11,"Globus Medical, Inc.",2,2017-07-11,2017,Certificat d'utilité,[Certificat d'utilité] TITLE: Articulating spacer
US-10194990-B2,Method for augmenting a surgical field with virtual guidance content,2019-02-05,"Arthrology Consulting, Llc",10,2019-02-05,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Method for augmenting a surgical field with virtual guidance content
JP-6957486-B2,植物及び真菌由来の脱細胞化された細胞壁構造並びに足場材料としてのその使用,2021-11-02,ユニバーシティ・オブ・オタワ,1,2021-11-02,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: 植物及び真菌由来の脱細胞化された細胞壁構造並びに足場材料としてのその使用
US-11376007-B2,"Insertion instrument, adapter assemblies and protector assemblies for a flexible circular stapler",2022-07-05,Covidien Lp,12,2022-07-05,2022,Certificat d'utilité,"[Certificat d'utilité] TITLE: Insertion instrument, adapter assemblies and protector assemblies for a flexible circular stapler"
JP-6553761-B2,Reverse delivery device and method for prosthesis,2019-07-31,"エイチエルティー， インコーポレイテッド, エイチエルティー，  インコーポレイテッド",7,2019-07-31,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Reverse delivery device and method for prosthesis
US-11638615-B2,Intelligent surgical tool control system for laparoscopic surgeries,2023-05-02,"Asensus Surgical Us, Inc.",8,2023-05-02,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Intelligent surgical tool control system for laparoscopic surgeries
US-11058552-B2,Anterior lumbar interbody fusion cage and plate,2021-07-13,"NVision Biomedical Technologies, LLC",7,2021-07-13,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Anterior lumbar interbody fusion cage and plate
US-10085837-B2,Methods of delivering and releasing a cardiac implant to a native valve annulus,2018-10-02,Edwards Lifesciences Corporation,13,2018-10-02,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Methods of delivering and releasing a cardiac implant to a native valve annulus
