id,title,date,assignee,word_count,date_parsed,year,type_document,text_for_rag
US-D901011-S,"Handle for an optical device, medical device, or the like",2020-11-03,"Welch Allyn, Inc.",10,2020-11-03,2020,Modèle industriel,"[Modèle industriel] TITLE: Handle for an optical device, medical device, or the like"
US-D769577-S,Surgical support underwear garment,2016-10-25,"Valkin Innovations, LLC",4,2016-10-25,2016,Modèle industriel,[Modèle industriel] TITLE: Surgical support underwear garment
US-D983359-S,Surgical cassette,2023-04-11,Carl Zeiss Meditec Ag,2,2023-04-11,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical cassette
US-D983360-S,Surgical cassette,2023-04-11,Carl Zeiss Meditec Ag,2,2023-04-11,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical cassette
US-D848845-S,Packaging tray for a medical device,2019-05-21,"Ethicon, Inc.",6,2019-05-21,2019,Modèle industriel,[Modèle industriel] TITLE: Packaging tray for a medical device
US-D1002361-S,Implant tray and a retainer cap of a nerve stimulator package,2023-10-24,Coloplast A/S,11,2023-10-24,2023,Modèle industriel,[Modèle industriel] TITLE: Implant tray and a retainer cap of a nerve stimulator package
US-D846127-S,Surgical robot,2019-04-16,Imperial Innovations Limited,2,2019-04-16,2019,Modèle industriel,[Modèle industriel] TITLE: Surgical robot
US-D1047687-S,Surgical procedure pack,2024-10-22,"Oasis Medical, Inc.",3,2024-10-22,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical procedure pack
US-D1048413-S,Surgical console,2024-10-22,Carl Zeiss Meditec Ag,2,2024-10-22,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical console
US-D800814-S,Mount for surgical microscope,2017-10-24,Carl Zeiss Meditec Ag,4,2017-10-24,2017,Modèle industriel,[Modèle industriel] TITLE: Mount for surgical microscope
US-D773686-S,Surgical tray,2016-12-06,"KindHeart, Inc.",2,2016-12-06,2016,Modèle industriel,[Modèle industriel] TITLE: Surgical tray
US-D716941-S,Surgical drain belt,2014-11-04,Rosemary S. Sterling,3,2014-11-04,2014,Modèle industriel,[Modèle industriel] TITLE: Surgical drain belt
US-D928318-S,Jaw for a surgical instrument,2021-08-17,"Shukla Medical, The Regents Of The University Of Colorado",5,2021-08-17,2021,Modèle industriel,[Modèle industriel] TITLE: Jaw for a surgical instrument
US-D1021104-S,Patch to secure a medical device,2024-04-02,A & M Wassink Investment Pty Ltd,6,2024-04-02,2024,Modèle industriel,[Modèle industriel] TITLE: Patch to secure a medical device
US-D870879-S,Spherical surgical suction container,2019-12-24,"Design Department, Inc.",4,2019-12-24,2019,Modèle industriel,[Modèle industriel] TITLE: Spherical surgical suction container
US-D786436-S,Cheekbone implant,2017-05-09,Karl Leibinger Medizintechnik Gmbh & Co. Kg,2,2017-05-09,2017,Modèle industriel,[Modèle industriel] TITLE: Cheekbone implant
US-D717951-S,Orthopedic implant,2014-11-18,"Biomedical Enterprises, Inc.",2,2014-11-18,2014,Modèle industriel,[Modèle industriel] TITLE: Orthopedic implant
US-D993394-S,Surgical mask,2023-07-25,"Sunmed Group Holdings, Llc",2,2023-07-25,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical mask
US-D940661-S,Medical device connector,2022-01-11,"Physio-Control, Inc.",3,2022-01-11,2022,Modèle industriel,[Modèle industriel] TITLE: Medical device connector
US-D800306-S,Surgical suturing device,2017-10-17,Ethicon Llc,3,2017-10-17,2017,Modèle industriel,[Modèle industriel] TITLE: Surgical suturing device
US-D858770-S,Graft implant,2019-09-03,"Paragon 28, Inc.",2,2019-09-03,2019,Modèle industriel,[Modèle industriel] TITLE: Graft implant
US-D956970-S,Deployment tool for an implant,2022-07-05,Signum Surgical Limited,5,2022-07-05,2022,Modèle industriel,[Modèle industriel] TITLE: Deployment tool for an implant
US-D879303-S,Combined surgical navigation system monitor and stand,2020-03-24,Aesculap Ag,7,2020-03-24,2020,Modèle industriel,[Modèle industriel] TITLE: Combined surgical navigation system monitor and stand
US-D965145-S,Robotassisted surgical system console,2022-09-27,Memic Innovative Surgery Ltd.,4,2022-09-27,2022,Modèle industriel,[Modèle industriel] TITLE: Robotassisted surgical system console
US-D956240-S,Structure for interfacing a surgical robotic arm and instrument,2022-06-28,Cmr Surgical Limited,9,2022-06-28,2022,Modèle industriel,[Modèle industriel] TITLE: Structure for interfacing a surgical robotic arm and instrument
US-D726920-S,X-ray tube for medical device,2015-04-14,"Kabushiki Kaisha Toshiba, Toshiba Electron Tubes & Devices Co., Ltd.",5,2015-04-14,2015,Modèle industriel,[Modèle industriel] TITLE: X-ray tube for medical device
US-D946145-S,Surgical tool handle,2022-03-15,Shukla Medical,3,2022-03-15,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical tool handle
US-D1046160-S,Surgical console,2024-10-08,Carl Zeiss Meditec Ag,2,2024-10-08,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical console
US-D733879-S,Handle for surgical trocar,2015-07-07,Karl Storz Gmbh & Co. Kg,4,2015-07-07,2015,Modèle industriel,[Modèle industriel] TITLE: Handle for surgical trocar
US-D831212-S,Surgical saw,2018-10-16,Stryker Corporation,2,2018-10-16,2018,Modèle industriel,[Modèle industriel] TITLE: Surgical saw
US-D946146-S,Surgical handpiece,2022-03-15,"Johnson & Johnson Surgical Vision, Inc.",2,2022-03-15,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical handpiece
US-D765083-S,Dongle for a medical device,2016-08-30,Covidien Lp,5,2016-08-30,2016,Modèle industriel,[Modèle industriel] TITLE: Dongle for a medical device
US-D1007438-S,Medical device connector,2023-12-12,"Physio-Control, Inc.",3,2023-12-12,2023,Modèle industriel,[Modèle industriel] TITLE: Medical device connector
US-D910872-S,Surgical tool holder,2021-02-16,Versah LLC,3,2021-02-16,2021,Modèle industriel,[Modèle industriel] TITLE: Surgical tool holder
US-D1002008-S,Surgical object extraction jaws set,2023-10-17,Shukla Medical,5,2023-10-17,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical object extraction jaws set
US-D910172-S,Handle for surgical instrument,2021-02-09,Livsmed Inc.,4,2021-02-09,2021,Modèle industriel,[Modèle industriel] TITLE: Handle for surgical instrument
US-D774650-S,Medical device stand,2016-12-20,"S & S Innovations, LLC",3,2016-12-20,2016,Modèle industriel,[Modèle industriel] TITLE: Medical device stand
US-D1029847-S,Display screen or portion thereof with a graphical user interface for a medical device,2024-06-04,Neutrace Inc.,14,2024-06-04,2024,Modèle industriel,[Modèle industriel] TITLE: Display screen or portion thereof with a graphical user interface for a medical device
US-D725606-S,Remote control for a surgical system,2015-03-31,Abbott Medical Optics Inc.,6,2015-03-31,2015,Modèle industriel,[Modèle industriel] TITLE: Remote control for a surgical system
US-D806876-S,Scan post for dental implant,2018-01-02,"Truabutment Korea, Inc.",5,2018-01-02,2018,Modèle industriel,[Modèle industriel] TITLE: Scan post for dental implant
US-D957433-S,Display screen with surgical controller graphical user interface,2022-07-12,"Smith & Nephew, Inc., Smith & Nephew Orthopaedics Ag",8,2022-07-12,2022,Modèle industriel,[Modèle industriel] TITLE: Display screen with surgical controller graphical user interface
US-D968613-S,Intervertebral implant,2022-11-01,"Pioneer Surgical Technology, Inc.",2,2022-11-01,2022,Modèle industriel,[Modèle industriel] TITLE: Intervertebral implant
US-D727498-S,Surgical foot pedal,2015-04-21,"Alcon Research, Ltd.",3,2015-04-21,2015,Modèle industriel,[Modèle industriel] TITLE: Surgical foot pedal
US-D909588-S,Surgical control apparatus,2021-02-02,"Intuitive Surgical Operations, Inc.",3,2021-02-02,2021,Modèle industriel,[Modèle industriel] TITLE: Surgical control apparatus
US-D689609-S,Medical device,2013-09-10,Tri-Medics Llc,2,2013-09-10,2013,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D795427-S,Ophthalmic surgical manipulator,2017-08-22,"Katalyst Surgical, Llc",3,2017-08-22,2017,Modèle industriel,[Modèle industriel] TITLE: Ophthalmic surgical manipulator
US-D1025394-S,Surgical bur kit holder,2024-04-30,"Versah, LLC",4,2024-04-30,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical bur kit holder
US-D733301-S,Handle for surgical trocar,2015-06-30,Karl Storz Gmbh & Co. Kg,4,2015-06-30,2015,Modèle industriel,[Modèle industriel] TITLE: Handle for surgical trocar
US-D787110-S,Surgical light cover,2017-05-16,"Frances W. Hood, Allan G. Hood",3,2017-05-16,2017,Modèle industriel,[Modèle industriel] TITLE: Surgical light cover
US-D997354-S,Two-piece surgical blade handle adapter,2023-08-29,"MAP Medical Solutions, LLC",5,2023-08-29,2023,Modèle industriel,[Modèle industriel] TITLE: Two-piece surgical blade handle adapter
US-D981561-S,Self-aligning surgical drill bit,2023-03-21,Stryker Corporation,4,2023-03-21,2023,Modèle industriel,[Modèle industriel] TITLE: Self-aligning surgical drill bit
US-D747048-S,Post-surgical pet garment,2016-01-05,Laurie Ketzenberg,3,2016-01-05,2016,Modèle industriel,[Modèle industriel] TITLE: Post-surgical pet garment
US-D908873-S,Handle for a surgical instrument,2021-01-26,Livsmed Inc.,5,2021-01-26,2021,Modèle industriel,[Modèle industriel] TITLE: Handle for a surgical instrument
US-D1021079-S,Surgical wash basin,2024-04-02,"Newgen Surgical, Inc.",3,2024-04-02,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical wash basin
US-D813390-S,Surgical scalpel blade attachment,2018-03-20,"Aspen Surgical Products, Inc.",4,2018-03-20,2018,Modèle industriel,[Modèle industriel] TITLE: Surgical scalpel blade attachment
US-D616986-S,Surgical smoke evacuator,2010-06-01,Conmed Corporation,3,2010-06-01,2010,Modèle industriel,[Modèle industriel] TITLE: Surgical smoke evacuator
US-D915606-S,Medical device to relieve symptoms of migraines,2021-04-06,Migraine Stopper Pty. Ltd.,7,2021-04-06,2021,Modèle industriel,[Modèle industriel] TITLE: Medical device to relieve symptoms of migraines
US-D665086-S,Three-port implantable medical device,2012-08-07,Greatbatch Ltd.,4,2012-08-07,2012,Modèle industriel,[Modèle industriel] TITLE: Three-port implantable medical device
US-D608003-S,Medical device slitter,2010-01-12,"Medtronic, Inc.",3,2010-01-12,2010,Modèle industriel,[Modèle industriel] TITLE: Medical device slitter
US-D583535-S,Surgical bib,2008-12-30,Judy Jonas George,2,2008-12-30,2008,Modèle industriel,[Modèle industriel] TITLE: Surgical bib
US-D1013164-S,Surgical tool cam handle,2024-01-30,Shukla Medical,4,2024-01-30,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical tool cam handle
US-D921890-S,Mini axial handle for surgical tools,2021-06-08,"ECA Medical Instruments, Inc.",6,2021-06-08,2021,Modèle industriel,[Modèle industriel] TITLE: Mini axial handle for surgical tools
US-D921889-S,Palm handle for surgical tools,2021-06-08,"ECA Medical Instruments, Inc.",5,2021-06-08,2021,Modèle industriel,[Modèle industriel] TITLE: Palm handle for surgical tools
US-D921892-S,Small axial handle for surgical tools,2021-06-08,"ECA Medical Instruments, Inc.",6,2021-06-08,2021,Modèle industriel,[Modèle industriel] TITLE: Small axial handle for surgical tools
US-D904630-S,Medical device,2020-12-08,Orthofix Inc.,2,2020-12-08,2020,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D945622-S,Implantable medical device,2022-03-08,"Medtronic, Inc.",3,2022-03-08,2022,Modèle industriel,[Modèle industriel] TITLE: Implantable medical device
US-D958399-S,Cassette with insert tray for surgical tools,2022-07-19,Straumann Holding Ag,7,2022-07-19,2022,Modèle industriel,[Modèle industriel] TITLE: Cassette with insert tray for surgical tools
US-D925764-S,Base for medical implant and/or instrument case,2021-07-20,"DePuy Synthes Products, Inc.",7,2021-07-20,2021,Modèle industriel,[Modèle industriel] TITLE: Base for medical implant and/or instrument case
US-D896385-S,Medical implant,2020-09-15,"National University Hospital (Singapore) Pte Ltd, Osteopore International Pte Ltd",2,2020-09-15,2020,Modèle industriel,[Modèle industriel] TITLE: Medical implant
US-D994881-S,Connection hub for a surgical tool,2023-08-08,Shukla Medical,6,2023-08-08,2023,Modèle industriel,[Modèle industriel] TITLE: Connection hub for a surgical tool
US-D958986-S,Marker array for an instrument for use with a surgical robotic system,2022-07-26,Globus Medical Inc.,12,2022-07-26,2022,Modèle industriel,[Modèle industriel] TITLE: Marker array for an instrument for use with a surgical robotic system
US-D958984-S,Marker array for an instrument for use with a surgical robotic system,2022-07-26,Globus Medical Inc.,12,2022-07-26,2022,Modèle industriel,[Modèle industriel] TITLE: Marker array for an instrument for use with a surgical robotic system
US-D984670-S,Plasma treatment device for implant surface,2023-04-25,"Plasmapp Co., Ltd.",6,2023-04-25,2023,Modèle industriel,[Modèle industriel] TITLE: Plasma treatment device for implant surface
US-D898915-S,Five levels drill for dental implant,2020-10-13,Chun-Leon Chen,6,2020-10-13,2020,Modèle industriel,[Modèle industriel] TITLE: Five levels drill for dental implant
US-D967962-S,Dental implant transfer rod,2022-10-25,"Zh Graceful Dental Lab. Co., Ltd",4,2022-10-25,2022,Modèle industriel,[Modèle industriel] TITLE: Dental implant transfer rod
US-D938030-S,Applicator for a surgical stapler buttress,2021-12-07,Cilag Gmbh International,6,2021-12-07,2021,Modèle industriel,[Modèle industriel] TITLE: Applicator for a surgical stapler buttress
US-D816836-S,Sealing device for a surgical instrument or medical instrument,2018-05-01,Karl Storz Gmbh & Co. Kg,9,2018-05-01,2018,Modèle industriel,[Modèle industriel] TITLE: Sealing device for a surgical instrument or medical instrument
US-D840536-S,Surgical console for use with footswitches,2019-02-12,Stryker Corporation,6,2019-02-12,2019,Modèle industriel,[Modèle industriel] TITLE: Surgical console for use with footswitches
US-D896956-S,Surgical hook for a cricothyrotomy,2020-09-22,H&H Medical Corporation,5,2020-09-22,2020,Modèle industriel,[Modèle industriel] TITLE: Surgical hook for a cricothyrotomy
US-D933210-S,Jaw for a surgical instrument,2021-10-12,Shukla Medical,5,2021-10-12,2021,Modèle industriel,[Modèle industriel] TITLE: Jaw for a surgical instrument
US-D1013872-S,Handpiece for surgical drill,2024-02-06,Nipro Corporation,4,2024-02-06,2024,Modèle industriel,[Modèle industriel] TITLE: Handpiece for surgical drill
US-D926851-S,Surgical microscope,2021-08-03,Carl Zeiss Meditec Ag,2,2021-08-03,2021,Modèle industriel,[Modèle industriel] TITLE: Surgical microscope
US-D970737-S,Surgical sling,2022-11-22,Radial Cradle Limited,2,2022-11-22,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical sling
US-D724724-S,Medical device housing,2015-03-17,"Welch Allyn, Inc.",3,2015-03-17,2015,Modèle industriel,[Modèle industriel] TITLE: Medical device housing
US-D732383-S,Package for a medical device,2015-06-23,"Medtronic Vascular, Inc.",5,2015-06-23,2015,Modèle industriel,[Modèle industriel] TITLE: Package for a medical device
US-D771805-S,Medical device support bracket,2016-11-15,Robert Brooker,4,2016-11-15,2016,Modèle industriel,[Modèle industriel] TITLE: Medical device support bracket
US-D933819-S,Jaw for a surgical instrument,2021-10-19,"Shukla Medical, The Regents Of The University Of Colorado, A Body Corporate",5,2021-10-19,2021,Modèle industriel,[Modèle industriel] TITLE: Jaw for a surgical instrument
US-D1017799-S,Medical device holding band,2024-03-12,Michael Senerchia,4,2024-03-12,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device holding band
US-D787675-S,Surgical cervical curette,2017-05-23,"Neuroenterprises, Llc.",3,2017-05-23,2017,Modèle industriel,[Modèle industriel] TITLE: Surgical cervical curette
US-D666291-S,Handle for medical device,2012-08-28,Karl Storz Gmbh & Co. Kg,4,2012-08-28,2012,Modèle industriel,[Modèle industriel] TITLE: Handle for medical device
US-D822834-S,Medical device case,2018-07-10,"Sage Services Group, Llc",3,2018-07-10,2018,Modèle industriel,[Modèle industriel] TITLE: Medical device case
US-D1048396-S,Surgical guide member,2024-10-22,"Synaptic Medical Technology (Beijing) Co., Ltd.",3,2024-10-22,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical guide member
US-D776809-S,Medical device,2017-01-17,"Welch Allyn, Inc.",2,2017-01-17,2017,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D1046229-S,Medical device lighting module,2024-10-08,"Ceek Women's Health, Inc.",4,2024-10-08,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device lighting module
US-D903870-S,Pelvic implant,2020-12-01,Ossis Limited,2,2020-12-01,2020,Modèle industriel,[Modèle industriel] TITLE: Pelvic implant
US-D1042826-S,Handle for medical device,2024-09-17,"Abiomed, Inc.",4,2024-09-17,2024,Modèle industriel,[Modèle industriel] TITLE: Handle for medical device
US-D1028246-S,Hub for a medical device,2024-05-21,"Abiomed, Inc.",5,2024-05-21,2024,Modèle industriel,[Modèle industriel] TITLE: Hub for a medical device
US-D921893-S,T-shaped handle for surgical tools,2021-06-08,"ECA Medical Instruments, Inc.",5,2021-06-08,2021,Modèle industriel,[Modèle industriel] TITLE: T-shaped handle for surgical tools
US-D848619-S,Medical threaded screw sleeve for a tibial anchor arrangement for a short surgical graft,2019-05-14,Maxm I Pty Ltd,14,2019-05-14,2019,Modèle industriel,[Modèle industriel] TITLE: Medical threaded screw sleeve for a tibial anchor arrangement for a short surgical graft
US-D1000388-S,Medical device connector,2023-10-03,"Physio-Control, Inc.",3,2023-10-03,2023,Modèle industriel,[Modèle industriel] TITLE: Medical device connector
US-D975288-S,Medical device for fetal monitoring,2023-01-10,Viewcare Technologies 1 Aps,5,2023-01-10,2023,Modèle industriel,[Modèle industriel] TITLE: Medical device for fetal monitoring
US-D946154-S,Electrode for a medical device,2022-03-15,"Guangren CHEN, Rong Yang, Jialun Chen, Jiali Chen",5,2022-03-15,2022,Modèle industriel,[Modèle industriel] TITLE: Electrode for a medical device
US-D881938-S,Electronic display screen of a medical device with an icon,2020-04-21,"Welch Allyn, Inc.",10,2020-04-21,2020,Modèle industriel,[Modèle industriel] TITLE: Electronic display screen of a medical device with an icon
US-D854147-S,Connector for surgical device,2019-07-16,Olympus Corporation,4,2019-07-16,2019,Modèle industriel,[Modèle industriel] TITLE: Connector for surgical device
US-D1030067-S,Surgical cart,2024-06-04,"Wuhan United Imaging Healthcare Surgical Technology Co., Ltd.",2,2024-06-04,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical cart
US-D950051-S,Medical device indicator,2022-04-26,"Boston Scientific Scimed, Inc.",3,2022-04-26,2022,Modèle industriel,[Modèle industriel] TITLE: Medical device indicator
US-D915597-S,Medical implant,2021-04-06,Nyxoah S.A.,2,2021-04-06,2021,Modèle industriel,[Modèle industriel] TITLE: Medical implant
US-D941472-S,Self drilling implant,2022-01-18,Bernard Gantes,3,2022-01-18,2022,Modèle industriel,[Modèle industriel] TITLE: Self drilling implant
US-D755968-S,Medical device,2016-05-10,"Prabhat Kumar Ahluwalia, Puja Ahluwalia",2,2016-05-10,2016,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D779678-S,Surgical tray,2017-02-21,"KindHeart, Inc.",2,2017-02-21,2017,Modèle industriel,[Modèle industriel] TITLE: Surgical tray
US-D804678-S,Oval surgical drape with a retraction member,2017-12-05,3M Innovative Properties Company,7,2017-12-05,2017,Modèle industriel,[Modèle industriel] TITLE: Oval surgical drape with a retraction member
US-D657873-S,Intramedullary medical device,2012-04-17,"Medshape Solutions, Inc.",3,2012-04-17,2012,Modèle industriel,[Modèle industriel] TITLE: Intramedullary medical device
US-D665087-S,Multi-port implantable medical device,2012-08-07,Greatbach Ltd.,4,2012-08-07,2012,Modèle industriel,[Modèle industriel] TITLE: Multi-port implantable medical device
US-D865165-S,Medical device anchor,2019-10-29,"Custom Medical Applications, Inc.",3,2019-10-29,2019,Modèle industriel,[Modèle industriel] TITLE: Medical device anchor
US-D726906-S,Control handle for a medical device,2015-04-14,"St. Jude Medical, Atrial Fibrillation Division, Inc.",6,2015-04-14,2015,Modèle industriel,[Modèle industriel] TITLE: Control handle for a medical device
US-D777326-S,Surgical tool,2017-01-24,Kaiser Medical Technology Limited,2,2017-01-24,2017,Modèle industriel,[Modèle industriel] TITLE: Surgical tool
US-D787061-S,Scan body for dental implant procedures,2017-05-16,"Dentsply International, Inc.",6,2017-05-16,2017,Modèle industriel,[Modèle industriel] TITLE: Scan body for dental implant procedures
US-D847334-S,Operating unit for surgical device,2019-04-30,Olympus Corporation,5,2019-04-30,2019,Modèle industriel,[Modèle industriel] TITLE: Operating unit for surgical device
US-D995794-S,Integrated multi-sensored medical device,2023-08-15,"Medwand Solutions, Inc.",4,2023-08-15,2023,Modèle industriel,[Modèle industriel] TITLE: Integrated multi-sensored medical device
US-D790699-S,Surgical tool,2017-06-27,"Medtronic Ps Medical, Inc.",2,2017-06-27,2017,Modèle industriel,[Modèle industriel] TITLE: Surgical tool
US-D958985-S,Marker array for an instrument for use with a surgical robotic system,2022-07-26,Globus Medical Inc.,12,2022-07-26,2022,Modèle industriel,[Modèle industriel] TITLE: Marker array for an instrument for use with a surgical robotic system
US-D862692-S,Disposable cover for medical device,2019-10-08,Onko Solutions Llc,5,2019-10-08,2019,Modèle industriel,[Modèle industriel] TITLE: Disposable cover for medical device
US-D902404-S,Surgical tool,2020-11-17,Prince Of Songkla University,2,2020-11-17,2020,Modèle industriel,[Modèle industriel] TITLE: Surgical tool
US-D804669-S,Dental implant,2017-12-05,Dentsply Sirona Inc.,2,2017-12-05,2017,Modèle industriel,[Modèle industriel] TITLE: Dental implant
US-D842869-S,Display screen or portion thereof with graphical user interface for a medical device,2019-03-12,MAQUET CARDIOPULMONARY GmbH,13,2019-03-12,2019,Modèle industriel,[Modèle industriel] TITLE: Display screen or portion thereof with graphical user interface for a medical device
US-D833613-S,Resilient knee implant,2018-11-13,"Iorthopedics, Inc.",3,2018-11-13,2018,Modèle industriel,[Modèle industriel] TITLE: Resilient knee implant
US-D800903-S,Surgical tool,2017-10-24,"Medtronic Ps Medical, Inc.",2,2017-10-24,2017,Modèle industriel,[Modèle industriel] TITLE: Surgical tool
US-D1054557-S,Surgical instrument holder,2024-12-17,Precision Robotics Limited,3,2024-12-17,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical instrument holder
US-D666719-S,Medical device,2012-09-04,Karl Storz Gmbh & Co. Kg,2,2012-09-04,2012,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D992114-S,Surgical guide,2023-07-11,"Mighty Oak Medical, Inc.",2,2023-07-11,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical guide
US-D890922-S,Surgical sponge,2020-07-21,International Private Bank Llc,2,2020-07-21,2020,Modèle industriel,[Modèle industriel] TITLE: Surgical sponge
US-D615204-S,Surgical implant,2010-05-04,Orthosurgical Sa,2,2010-05-04,2010,Modèle industriel,[Modèle industriel] TITLE: Surgical implant
US-D870887-S,Surgical portal driver,2019-12-24,Medovex Corp.,3,2019-12-24,2019,Modèle industriel,[Modèle industriel] TITLE: Surgical portal driver
US-D668334-S,Handle for medical device,2012-10-02,Karl Storz Gmbh & Co. Kg,4,2012-10-02,2012,Modèle industriel,[Modèle industriel] TITLE: Handle for medical device
US-D1052090-S,Medical device for optically measuring physiological signals,2024-11-19,I.R Med Ltd,7,2024-11-19,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device for optically measuring physiological signals
US-D1027215-S,Medical device tray sealer having a tray burst testing system,2024-05-14,Charles Webb,10,2024-05-14,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device tray sealer having a tray burst testing system
US-D775729-S,Surgical needle device,2017-01-03,"Astora Women's Health, Llc",3,2017-01-03,2017,Modèle industriel,[Modèle industriel] TITLE: Surgical needle device
US-D980970-S,Surgical cannula medical device,2023-03-14,"New York Society For The Relief Of The Ruptured And Crippled, Maintaining The Hospital For Special Surgery",4,2023-03-14,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical cannula medical device
US-D824027-S,Fins for a support column for a surgical trajectory frame,2018-07-24,"MRI Interventions, Inc.",10,2018-07-24,2018,Modèle industriel,[Modèle industriel] TITLE: Fins for a support column for a surgical trajectory frame
US-D781422-S,Knee implant,2017-03-14,"Blue Belt Technologies, Inc.",2,2017-03-14,2017,Modèle industriel,[Modèle industriel] TITLE: Knee implant
US-D1019952-S,Medical device for tricuspid valve regurgitation,2024-03-26,Tau Medical Inc.,6,2024-03-26,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device for tricuspid valve regurgitation
US-D919087-S,Surgical tool,2021-05-11,Orthocision Inc.,2,2021-05-11,2021,Modèle industriel,[Modèle industriel] TITLE: Surgical tool
US-D734460-S,Shank for surgical drill,2015-07-14,Bien-Air Holding Sa,4,2015-07-14,2015,Modèle industriel,[Modèle industriel] TITLE: Shank for surgical drill
US-D1037272-S,Display screen or portion thereof with a graphical user interface for a medical device,2024-07-30,Neutrace Inc.,14,2024-07-30,2024,Modèle industriel,[Modèle industriel] TITLE: Display screen or portion thereof with a graphical user interface for a medical device
US-D940659-S,Medical device connector,2022-01-11,"Physio-Control, Inc.",3,2022-01-11,2022,Modèle industriel,[Modèle industriel] TITLE: Medical device connector
US-D1037274-S,Display screen or portion thereof with a graphical user interface for a medical device,2024-07-30,Neutrace Inc.,14,2024-07-30,2024,Modèle industriel,[Modèle industriel] TITLE: Display screen or portion thereof with a graphical user interface for a medical device
US-D978350-S,Staple cartridge assembly for linear surgical stapler,2023-02-14,Cilag Gmbh International,7,2023-02-14,2023,Modèle industriel,[Modèle industriel] TITLE: Staple cartridge assembly for linear surgical stapler
US-D816501-S,Medical device packaging tray,2018-05-01,Baylis Medical Company Inc.,4,2018-05-01,2018,Modèle industriel,[Modèle industriel] TITLE: Medical device packaging tray
US-D733880-S,Surgical trocar,2015-07-07,Karl Storz Gmbh & Co. Kg,2,2015-07-07,2015,Modèle industriel,[Modèle industriel] TITLE: Surgical trocar
US-D802766-S,Surgical stent,2017-11-14,"St. Jude Medical, Cardiology Division, Inc.",2,2017-11-14,2017,Modèle industriel,[Modèle industriel] TITLE: Surgical stent
US-D1019953-S,Medical device for tricuspid valve regurgitation,2024-03-26,Tau Medical Inc.,6,2024-03-26,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device for tricuspid valve regurgitation
US-D1025359-S,Surgical trephine,2024-04-30,Shukla Medical,2,2024-04-30,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical trephine
US-D629519-S,Dowel implant,2010-12-21,Horton Kenneth L,2,2010-12-21,2010,Modèle industriel,[Modèle industriel] TITLE: Dowel implant
US-D842475-S,Dental implant,2019-03-05,Tav Medical Ltd.,2,2019-03-05,2019,Modèle industriel,[Modèle industriel] TITLE: Dental implant
US-D942520-S,Surgical microscope with stand,2022-02-01,Carl Zeiss Meditec Ag,4,2022-02-01,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical microscope with stand
US-D1006226-S,Surgical wand,2023-11-28,"Smith & Nephew, Inc., Smith & Nephew Orthopaedics Ag",2,2023-11-28,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical wand
US-D677793-S,Table top implant tracking device,2013-03-12,Branko Prpa,5,2013-03-12,2013,Modèle industriel,[Modèle industriel] TITLE: Table top implant tracking device
US-D1037273-S,Display screen or portion thereof with a graphical user interface for a medical device,2024-07-30,Neutrace Inc.,14,2024-07-30,2024,Modèle industriel,[Modèle industriel] TITLE: Display screen or portion thereof with a graphical user interface for a medical device
US-D954267-S,Surgical console,2022-06-07,"Johnson & Johnson Surgical Vision, Inc.",2,2022-06-07,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical console
US-D894468-S,Control handle for a surgical lighthead,2020-08-25,American Sterilizer Company,6,2020-08-25,2020,Modèle industriel,[Modèle industriel] TITLE: Control handle for a surgical lighthead
US-D785178-S,Zygomatic bone implant,2017-04-25,Karl Leibinger Medizintechnik Gmbh & Co. Kg,3,2017-04-25,2017,Modèle industriel,[Modèle industriel] TITLE: Zygomatic bone implant
